(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index],Third Euler Angle
353,154.7240261,335.7847401,-133012178.5,57280195.53,-25709642.86,268.1963991
354,155.2123626,338.2481841,-133542442.2,57279459.86,-22802863.21,266.9429767
355,155.6498097,340.8088701,-134009190.3,57278723.98,-19885204.25,265.6895543
356,156.0335711,343.4605206,-134412200.7,57277987.88,-16958053.67,264.436132
357,156.3610235,346.1947758,-134751281.2,57277251.57,-14022803.7,263.1827096
358,156.6297925,349.0011819,-135026270.4,57276515.04,-11080850.41,261.9292872
359,156.8378293,351.8672913,-135237037.2,57275778.3,-8133593.07,260.6758648
360,156.9834823,354.7788868,-135383480.9,57275041.35,-5182433.485,259.4224424
361,157.0655594,357.7203282,-135465531.7,57274304.18,-2228775.316,258.16902
362,157.0833758,0.675005387,-135483150.3,57273566.8,725976.5774,256.9155976
363,157.036781,3.625869425,-135436327.9,57272829.2,3680416.812,255.6621752
364,156.9261659,6.5559984,-135325086.5,57272091.39,6633140.142,254.4087529
365,156.7524464,9.449153517,-135149478.7,57271353.37,9582742.137,253.1553305
366,156.5170263,12.29027966,-134909587.9,57270615.13,12527819.84,251.9019081
367,156.2217424,15.06591406,-134605527.6,57269876.68,15466972.44,250.6484857
368,155.8687982,17.76447921,-134237442.4,57269138.01,18398801.94,249.3950633
369,155.4606883,20.37645096,-133805506.9,57268399.14,21321913.82,248.1416409
370,155.0001223,22.8944068,-133309926.4,57267660.04,24234917.7,246.8882185
371,154.4899504,25.31296977,-132750936.2,57266920.73,27136428,245.6347962
372,153.9330951,27.62867056,-132128801.9,57266181.21,30025064.59,244.3813738
373,153.3324919,29.8397526,-131443819.2,57265441.48,32899453.47,243.1279514
374,152.6910392,31.94594411,-130696313.5,57264701.53,35758227.42,241.874529
375,152.0115584,33.94821767,-129886640.1,57263961.37,38600026.61,240.6211066
376,151.2967638,35.84855367,-129015183.9,57263220.99,41423499.31,239.3676842
377,150.5492414,37.64971892,-128082358.9,57262480.4,44227302.47,238.1142618
378,149.7714343,39.35506768,-127088608.8,57261739.59,47010102.42,236.8608394
379,148.9656358,40.96836877,-126034405.7,57260998.58,49770575.45,235.6074171
380,148.133986,42.49365943,-124920250.9,57260257.34,52507408.47,234.3539947
381,147.2784736,43.93512527,-123746674,57259515.9,55219299.64,233.1005723
382,146.4009395,45.29700383,-122514232.9,57258774.24,57904958.96,231.8471499
383,145.5030831,46.58350929,-121223513.6,57258032.36,60563108.9,230.5937275
384,144.5864695,47.79877512,-119875129.7,57257290.27,63192485.03,229.3403051
385,143.6525379,48.94681196,-118469722.3,57256547.97,65791836.58,228.0868827
386,142.7026099,50.0314778,-117007959.5,57255805.46,68359927.06,226.8334604
387,141.737898,51.05645821,-115490536.4,57255062.73,70895534.84,225.580038
388,140.7595146,52.02525439,-113918174.5,57254319.78,73397453.74,224.3266156
389,139.7684794,52.94117745,-112291621.3,57253576.62,75864493.61,223.0731932
390,138.7657277,53.80734722,-110611650.3,57252833.25,78295480.85,221.8197708
391,137.7521173,54.62669463,-108879060.3,57252089.67,80689259.03,220.5663484
392,136.7284354,55.40196654,-107094675.1,57251345.87,83044689.41,219.312926
393,135.6954049,56.13573235,-105259343.3,57250601.86,85360651.48,218.0595036
394,134.65369,56.83039177,-103373937.4,57249857.63,87636043.49,216.8060813
395,133.6039015,57.48818329,-101439354.1,57249113.19,89869783,215.5526589
396,132.5466018,58.11119303,-99456513.27,57248368.53,92060807.35,214.2992365
397,131.4823091,58.70136367,-97426357.82,57247623.66,94208074.21,213.0458141
398,130.4115014,59.26050328,-95349853.14,57246878.58,96310562.06,211.7923917
399,129.3346202,59.79029395,-93227986.68,57246133.29,98367270.67,210.5389693
400,128.2520736,60.29230009,-91061767.47,57245387.78,100377221.6,209.2855469
401,127.1642396,60.76797636,-88852225.62,57244642.05,102339458.5,208.0321246
402,126.0714686,61.21867514,-86600411.89,57243896.11,104253048,206.7787022
403,124.9740859,61.6456536,-84307397.12,57243149.96,106117079.6,205.5252798
404,123.8723937,62.0500803,-81974271.77,57242403.6,107930666.5,204.2718574
405,122.7666737,62.43304137,-79602145.36,57241657.02,109692945.9,203.018435
406,121.6571882,62.79554625,-77192145.99,57240910.22,111403079.2,201.7650126
407,120.5441822,63.13853298,-74745419.76,57240163.22,113060252.9,200.5115902
408,119.4278848,63.46287318,-72263130.27,57239416,114663678.5,199.2581678
409,118.3085107,63.76937656,-69746458.02,57238668.56,116212593,198.0047455
410,117.1862612,64.05879517,-67196599.86,57237920.91,117706259.6,196.7513231
411,116.0613254,64.33182721,-64614768.45,57237173.05,119143967.5,195.4979007
412,114.9338816,64.58912062,-62002191.66,57236424.97,120525032.5,194.2444783
413,113.8040976,64.83127636,-59360111.99,57235676.68,121848797.6,192.9910559
414,112.6721321,65.05885143,-56689785.96,57234928.18,123114632.9,191.7376335
415,111.5381354,65.27236156,-53992483.57,57234179.46,124321936,190.4842111
416,110.4022498,65.47228382,-51269487.6,57233430.53,125470132.3,189.2307888
417,109.2646107,65.65905884,-48522093.12,57232681.38,126558675.6,187.9773664
418,108.1253471,65.83309299,-45751606.77,57231932.03,127587047.7,186.723944
419,106.9845818,65.99476027,-42959346.18,57231182.45,128554759.2,185.4705216
420,105.8424327,66.14440408,-40146639.36,57230432.67,129461349.6,184.2170992
421,104.6990125,66.28233878,-37314824.05,57229682.66,130306387.3,182.9636768
422,103.5544295,66.40885116,-34465247.07,57228932.45,131089470.2,181.7102544
423,102.4087883,66.52420175,-31599263.7,57228182.02,131810225.5,180.456832
424,101.2621895,66.62862595,-28718237.05,57227431.38,132468310.1,179.2034097
425,100.114731,66.72233514,-25823537.37,57226680.52,133063410.7,177.9499873
426,98.96650735,66.80551756,-22916541.41,57225929.45,133595243.9,176.6965649
427,97.817611,66.87833917,-19998631.81,57225178.17,134063556.4,175.4431425
428,96.668132,66.94094436,-17071196.38,57224426.67,134468125.3,174.1897201
429,95.5181586,66.99345659,-14135627.47,57223674.96,134808757.8,172.9362977
430,94.36777746,67.03597891,-11193321.31,57222923.04,135085291.5,171.6828753
431,93.21707394,67.06859439,-8245677.348,57222170.9,135297594.7,170.429453
432,92.06613238,67.09136651,-5294097.569,57221418.55,135445566,169.1760306
433,90.91503638,67.10433939,-2339985.837,57220665.98,135529134.8,167.9226082
434,89.76386906,67.10753801,615252.771,57219913.2,135548261,166.6691858
435,88.61271332,67.10096829,3570212.636,57219160.21,135502935.2,165.4157634
436,87.46165211,67.08461714,6523488.264,57218407,135393178.7,164.162341
437,86.31076869,67.05845236,9473674.957,57217653.58,135219043.4,162.9089186
438,85.16014688,67.02242258,12419369.48,57216899.94,134980611.8,161.6554962
439,84.00987136,66.97645694,15359170.72,57216146.09,134677996.9,160.4020739
440,82.8600279,66.92046486,18291680.38,57215392.03,134311342.5,159.1486515
441,81.71070369,66.85433564,21215503.6,57214637.75,133880822.6,157.8952291
442,80.56198758,66.77793795,24129249.66,57213883.26,133386641.7,156.6418067
443,79.41397042,66.69111929,27031532.62,57213128.56,132829034.5,155.3883843
444,78.26674534,66.59370533,29920971.99,57212373.64,132208265.9,154.1349619
445,77.12040809,66.4854991,32796193.39,57211618.51,131524631,152.8815395
446,75.97505741,66.36628018,35655829.17,57210863.16,130778454.6,151.6281172
447,74.83079534,66.23580368,38498519.12,57210107.6,129970091.2,150.3746948
448,73.68772765,66.09379916,41322911.06,57209351.83,129099925.2,149.1212724
449,72.54596426,65.93996938,44127661.51,57208595.85,128168370,147.86785
450,71.40561961,65.77398898,46911436.34,57207839.65,127175868.5,146.6144276
451,70.26681322,65.59550294,49672911.36,57207083.23,126122892.4,145.3610052
452,69.12967014,65.40412493,52410773.03,57206326.6,125009942.3,144.1075828
453,67.9943215,65.19943553,55123718.98,57205569.76,123837547.3,142.8541604
454,66.86090513,64.98098016,57810458.71,57204812.71,122606264.8,141.6007381
455,65.72956617,64.74826695,60469714.2,57204055.44,121316680,140.3473157
456,64.60045778,64.50076432,63100220.46,57203297.95,119969406.1,139.0938933
457,63.47374189,64.23789834,65700726.18,57202540.26,118565083.7,137.8404709
458,62.34959002,63.95904993,68269994.33,57201782.35,117104380.3,136.5870485
459,61.22818418,63.66355166,70806802.7,57201024.22,115587990.6,135.3336261
460,60.10971787,63.35068446,73309944.54,57200265.89,114016635.5,134.0802037
461,58.99439713,63.01967381,75778229.11,57199507.33,112391062.1,132.8267814
462,57.88244172,62.66968583,78210482.22,57198748.57,110712043.4,131.573359
463,56.77408643,62.29982286,80605546.82,57197989.59,108980377.7,130.3199366
464,55.66958252,61.90911879,82962283.56,57197230.4,107196888.4,129.0665142
465,54.56919924,61.49653392,85279571.29,57196470.99,105362423.5,127.8130918
466,53.47322558,61.06094948,87556307.65,57195711.37,103477855.5,126.5596694
467,52.38197217,60.60116164,89791409.52,57194951.54,101544080.3,125.306247
468,51.29577338,60.11587523,91983813.61,57194191.49,99562017.49,124.0528246
469,50.21498961,59.60369683,94132476.92,57193431.23,97532609.68,122.7994023
470,49.14000986,59.06312752,96236377.26,57192670.75,95456821.85,121.5459799
471,48.07125452,58.49255521,98294513.71,57191910.07,93335641.11,120.2925575
472,47.0091785,57.89024642,100305907.1,57191149.16,91170076.17,119.0391351
473,45.95427465,57.25433787,102269600.6,57190388.05,88961156.82,117.7857127
474,44.90707751,56.58282764,104184659.9,57189626.72,86709933.52,116.5322903
475,43.86816747,55.87356614,106050173.9,57188865.17,84417476.83,115.2788679
476,42.83817534,55.12424718,107865255,57188103.42,82084876.94,114.0254456
477,41.81778737,54.33239906,109629039.7,57187341.45,79713243.12,112.7720232
478,40.8077507,53.4953762,111340688.9,57186579.26,77303703.24,111.5186008
479,39.80887932,52.61035167,112999388.1,57185816.86,74857403.17,110.2651784
480,38.82206059,51.67431102,114604348.1,57185054.25,72375506.31,109.011756
481,37.84826219,50.68404812,116154805.3,57184291.43,69859192.96,107.7583336
482,36.88853959,49.63616394,117650022.1,57183528.39,67309659.82,106.5049112
483,35.94404405,48.52706913,119089286.8,57182765.13,64728119.38,105.2514888
484,35.01603087,47.35299184,120471914.8,57182001.67,62115799.38,103.9980665
485,34.10586805,46.10999238,121797248.1,57181237.99,59473942.18,102.7446441
486,33.21504489,44.79398644,123064656,57180474.09,56803804.21,101.4912217
487,32.3451806,43.40077941,124273535.4,57179709.99,54106655.36,100.2377993
488,31.4980322,41.9261141,125423311.1,57178945.66,51383778.38,98.98437691
489,30.67550163,40.36573486,126513435.9,57178181.13,48636468.23,97.73095452
490,29.87964117,38.71547104,127543391,57177416.38,45866031.54,96.47753214
491,29.11265656,36.97134283,128512686.3,57176651.42,43073785.91,95.22410975
492,28.37690693,35.12969204,129420860.3,57175886.24,40261059.35,93.97068736
493,27.67490039,33.18733965,130267481,57175120.85,37429189.59,92.71726498
494,27.00928409,31.14177055,131052145.1,57174355.25,34579523.51,91.46384259
495,26.38282747,28.99134365,131774479.4,57173589.43,31713416.41,90.2104202
496,25.79839748,26.73552235,132434139.8,57172823.4,28832231.45,88.95699782
497,25.25892456,24.37511677,133030812.3,57172057.16,25937338.97,87.70357543
498,24.76735858,21.91252405,133564212.8,57171290.7,23030115.83,86.45015304
499,24.3266148,19.35194875,134034087.4,57170524.03,20111944.75,85.19673066
500,23.93951016,16.69958077,134440212.1,57169757.14,17184213.67,83.94330827
501,23.60869188,13.96370576,134782393.6,57168990.04,14248315.1,82.68988588
502,23.33656115,11.15472351,135060468.8,57168222.73,11305645.42,81.4364635
503,23.12519595,8.285053411,135274305,57167455.21,8357604.249,80.18304111
504,22.9762781,5.368915159,135423800.4,57166687.47,5405593.766,78.92961872
505,22.89102979,2.421984838,135508883.3,57165919.51,2451018.043,77.67619634
506,22.87016509,359.4609416,135529513.2,57165151.35,-504717.6205,76.42277395
507,22.91386064,356.5029344,135485679.8,57164382.97,-3460207.367,75.16935156
508,23.02174823,353.5650106,135377403.7,57163614.37,-6414045.447,73.91592918
509,23.19293016,350.6635526,135204736.1,57162845.56,-9364826.893,72.66250679
510,23.42601575,347.8137685,134967758.8,57162076.54,-12311148.18,71.4090844
511,23.71917565,345.0292749,134666584.2,57161307.31,-15251607.9,70.15566202
512,24.0702093,342.3217964,134301355.2,57160537.86,-18184807.44,68.90223963
513,24.47661998,339.7009903,133872245.3,57159768.2,-21109351.6,67.64881724
514,24.9356922,337.1743946,133379458.2,57158998.32,-24023849.32,66.39539486
515,25.44456671,334.747481,132823228.1,57158228.23,-26926914.3,65.14197247
516,26.00030941,332.4237926,132203819.1,57157457.93,-29817165.67,63.88855008
517,26.59997181,330.2051392,131521525.6,57156687.41,-32693228.65,62.6351277
518,27.24064158,328.0918271,130776671.8,57155916.68,-35553735.21,61.38170531
519,27.91948297,326.0829022,129969611.7,57155145.74,-38397324.71,60.12828292
520,28.6337675,324.1763892,129100728.9,57154374.58,-41222644.52,58.87486054
521,29.38089572,322.3695157,128170436.3,57153603.21,-44028350.75,57.62143815
522,30.15841146,320.6589135,127179176.1,57152831.63,-46813108.77,56.36801576
523,30.96400963,319.0407942,126127419.5,57152059.83,-49575593.96,55.11459338
524,31.79553896,317.511097,125015666.4,57151287.82,-52314492.25,53.86117099
525,32.65100089,316.0656101,123844445.5,57150515.59,-55028500.8,52.6077486
526,33.52854546,314.700069,122614313.4,57149743.15,-57716328.61,51.35432622
527,34.42646529,313.4102321,121325854.9,57148970.5,-60376697.11,50.10090383
528,35.34318808,312.1919389,119979682.7,57148197.63,-63008340.79,48.84748144
529,36.27726845,311.0411528,118576436.8,57147424.55,-65610007.79,47.59405906
530,37.22737927,309.9539914,117116784.2,57146651.26,-68180460.52,46.34063667
531,38.19230303,308.9267457,115601419.1,57145877.75,-70718476.21,45.08721428
532,39.17092332,307.9558931,114031061.8,57145104.03,-73222847.52,43.8337919
533,40.1622166,307.0381025,112406459.1,57144330.1,-75692383.11,42.58036951
534,41.16524449,306.1702358,110728383.4,57143555.95,-78125908.21,41.32694712
535,42.17914637,305.3493452,108997632.6,57142781.59,-80522265.16,40.07352474
536,43.20313263,304.5726686,107215029.6,57142007.01,-82880313.97,38.82010235
537,44.23647838,303.8376227,105381422.2,57141232.23,-85198932.88,37.56667996
538,45.27851761,303.1417951,103497682.1,57140457.22,-87477018.87,36.31325758
539,46.32863793,302.4829358,101564705.2,57139682.01,-89713488.18,35.05983519
540,47.38627572,301.8589485,99583410.48,57138906.58,-91907276.87,33.8064128
541,48.45091167,301.2678811,97554740.22,57138130.94,-94057341.27,32.55299042
542,49.52206684,300.707917,95479659.07,57137355.08,-96162658.52,31.29956803
543,50.59929895,300.1773664,93359153.79,57136579.01,-98222227.02,30.04614564
544,51.6821991,299.6746581,91194232.75,57135802.73,-100235066.9,28.79272326
545,52.77038877,299.1983312,88985925.46,57135026.23,-102200220.7,27.53930087
546,53.86351713,298.7470275,86735282.08,57134249.52,-104116753.2,26.28587848
547,54.96125851,298.3194849,84443372.87,57133472.6,-105983752.9,25.0324561
548,56.06331024,297.9145301,82111287.78,57132695.46,-107800331.3,23.77903371
549,57.16939059,297.5310727,79740135.82,57131918.11,-109565624.2,22.52561132
550,58.27923695,297.1680996,77331044.63,57131140.55,-111278791.7,21.27218894
551,59.39260413,296.8246692,74885159.89,57130362.77,-112939018.7,20.01876655
552,60.50926292,296.4999067,72403644.76,57129584.78,-114545515.3,18.76534416
553,61.62899861,296.1929996,69887679.38,57128806.57,-116097517.1,17.51192178
554,62.75160985,295.9031931,67338460.29,57128028.15,-117594285.6,16.25849939
555,63.8769074,295.6297867,64757199.82,57127249.52,-119035108.7,15.005077
556,65.00471319,295.3721302,62145125.56,57126470.68,-120419300.7,13.75165462
557,66.13485929,295.1296205,59503479.78,57125691.62,-121746203,12.49823223
558,67.26718708,294.9016989,56833518.81,57124912.35,-123015184.2,11.24480984
559,68.40154643,294.6878478,54136512.43,57124132.86,-124225640.4,9.991387455
560,69.53779499,294.4875887,51413743.33,57123353.16,-125376995.7,8.737965068
561,70.67579751,294.3004793,48666506.43,57122573.25,-126468702,7.484542681
562,71.81542519,294.1261118,45896108.31,57121793.12,-127500239.8,6.231120294
563,72.95655515,293.9641111,43103866.57,57121012.78,-128471118.2,4.977697908
564,74.09906987,293.8141324,40291109.21,57120232.23,-129380875.1,3.724275521
565,75.2428567,293.6758602,37459173.98,57119451.46,-130229077.5,2.470853134
566,76.38780742,293.5490066,34609407.77,57118670.48,-131015321.7,1.217430748
567,77.53381779,293.4333101,31743165.95,57117889.29,-131739233.3,359.9640084
568,78.68078713,293.3285342,28861811.75,57117107.88,-132400467.8,358.710586
569,79.82861802,293.2344665,25966715.57,57116326.26,-132998710.3,357.4571636
570,80.97721583,293.1509179,23059254.38,57115544.42,-133533675.9,356.2037412
571,82.12648849,293.0777216,20140811.01,57114762.37,-134005110,354.9503188
572,83.2763461,293.0147321,17212773.54,57113980.11,-134412787.9,353.6968964
573,84.42670064,292.9618252,14276534.63,57113197.64,-134756515.5,352.443474
574,85.5774657,292.9188969,11333490.81,57112414.95,-135036128.8,351.1900517
575,86.72855615,292.8858633,8385041.885,57111632.05,-135251494.7,349.9366293
576,87.87988791,292.8626601,5432590.232,57110848.93,-135402510.4,348.6832069
577,89.03137764,292.8492423,2477540.134,57110065.6,-135489103.7,347.4297845
578,90.1829425,292.8455839,-478702.8823,57109282.06,-135511233.1,346.1763621
579,91.33449987,292.8516782,-3434732.713,57108498.31,-135468887.7,344.9229397
580,92.4859671,292.8675375,-6389143.352,57107714.34,-135362087.5,343.6695173
581,93.63726126,292.8931928,-9340529.554,57106930.15,-135190882.8,342.4160949
582,94.78829882,292.9286948,-12287487.51,57106145.76,-134955354.9,341.1626726
583,95.93899548,292.9741132,-15228615.49,57105361.15,-134655615.3,339.9092502
584,97.08926581,293.0295377,-18162514.57,57104576.33,-134291806.3,338.6558278
585,98.239023,293.0950779,-21087789.22,57103791.29,-133864100.8,337.4024054
586,99.38817859,293.170864,-24003048.02,57103006.04,-133372701.7,336.148983
587,100.5366422,293.2570476,-26906904.3,57102220.58,-132817842.5,334.8955606
588,101.684321,293.3538017,-29797976.83,57101434.9,-132199786.8,333.6421382
589,102.8311198,293.4613222,-32674890.42,57100649.01,-131518828.3,332.3887159
590,103.9769404,293.5798281,-35536276.63,57099862.91,-130775290.6,331.1352935
